Event Name,Raw Date,Start Date,End Date,Venue,Country,Discipline,Competition Group,Result Link
Standard Chartered Nairobi Marathon,26 OCT 2025,2025-10-26,2025-10-26,Nairobi (KEN),KEN,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7231044
Irish Life Dublin Marathon,26 OCT 2025,2025-10-26,2025-10-26,Dublin (IRL),IRL,Road Running,"National Senior Marathon Championships, World Athletics Label Road Races",https://worldathletics.org/competition/calendar-results/results/7222538
Changsha Marathon,26 OCT 2025,2025-10-26,2025-10-26,Changsha (CHN),CHN,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7222564
ChangZhou West Taihu Lake Half Marathon,26 OCT 2025,2025-10-26,2025-10-26,Changzhou (CHN),CHN,Road Running,World Athletics Label Road Races,
Shanghai 10K Elite Race,26 OCT 2025,2025-10-26,2025-10-26,Shanghai (CHN),CHN,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7221944
International Marathon of Casablanca,26 OCT 2025,2025-10-26,2025-10-26,Casablanca (MAR),MAR,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7225218
Hyundai Half Marathon,26 OCT 2025,2025-10-26,2025-10-26,Lisboa (POR),POR,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7222036
Venicemarathon,26 OCT 2025,2025-10-26,2025-10-26,Venezia (ITA),ITA,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7222044
Jakarta Running Festival - Half Marathon,25 OCT 2025,2025-10-25,2025-10-25,Jakarta (INA),INA,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7225139
EDP Lisbon Marathon,25 OCT 2025,2025-10-25,2025-10-25,Lisboa (POR),POR,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7222037
Mae Moh Half Marathon,19 OCT 2025,2025-10-19,2025-10-19,Lampang (THA),THA,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7228320
Tokyo Legacy Half Marathon,19 OCT 2025,2025-10-19,2025-10-19,Tokyo (JPN),JPN,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7221943
TCS Amsterdam Marathon,19 OCT 2025,2025-10-19,2025-10-19,Amsterdam (NED),NED,Road Running,"National Senior Marathon Championships, World Athletics Label Road Races",https://worldathletics.org/competition/calendar-results/results/7222382
Wizz Air Rome Half Marathon,19 OCT 2025,2025-10-19,2025-10-19,Roma (ITA),ITA,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7222045
Aramco Houston Half Marathon,11 JAN 2026,2026-01-11,2026-01-11,"Houston, TX (USA)",USA,Road Running,World Athletics Label Road Races,https://worldathletics.org/competition/calendar-results/results/7236794
C&D Xiamen Marathon,11 JAN 2026,2026-01-11,2026-01-11,Xiamen (CHN),CHN,Road Running,World Athletics Label Road Races,
EAP International Combined Events Meeting,09-10 AUG 2025,2025-08-09,2025-08-10,"Tynedale Athletics Park, Hexham (GBR)",GBR,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7220340
USA Championships,31 JUL-03 AUG 2025,2025-07-31,2025-08-03,"Hayward Field, Eugene, OR (USA)",USA,"Combined Events, Race Walking, Track and Field","National Senior Outdoor Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7222826
4th Wiesław Czapiewski Memorial,26-27 JUL 2025,2025-07-26,2025-07-27,"Stadion Miejski, Nakło nad Notecią (POL)",POL,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7223230
Décastar,05-06 JUL 2025,2025-07-05,2025-07-06,"Stade Pierre Paul Bernard, Talence (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7196994
XIV Meeting Arona Pruebas Combinadas,21-22 JUN 2025,2025-06-21,2025-06-22,"Antonio Domínguez Stadium, Arona (ESP)",ESP,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7216692
Hypomeeting,31 MAY-01 JUN 2025,2025-05-31,2025-06-01,"Mösle-Stadium, Götzis (AUT)",AUT,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7206085
38th Multistars,26-27 APR 2025,2025-04-26,2025-04-27,"Centro Gabre Gabric, Brescia (ITA)",ITA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7219377
Mt. SAC Relays,16-19 APR 2025,2025-04-16,2025-04-19,"Hilmer Lodge Stadium, Walnut, CA (USA)",USA,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7224378
USA Indoor Championships,22-23 FEB 2025,2025-02-22,2025-02-23,"Ocean Breeze Athl. Complex, New York, NY (USA)",USA,"Combined Events, Track and Field","National Senior Indoor Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7220852
Combined Events Copernicus Cup,16 FEB 2025,2025-02-16,2025-02-16,"Kujawsko-Pomorska Arena, Toruń (POL)",POL,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7219911
Tallinn 2025,01-02 FEB 2025,2025-02-01,2025-02-02,"Tallinna Kergejõustikuhall, Tallinn (EST)",EST,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7213928
X-ATHLETICS,25-26 JAN 2025,2025-01-25,2025-01-26,"Stadium Jean-Pellez, Aubière (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7213890
Décastar,14-15 SEP 2024,2024-09-14,2024-09-15,"Stade Pierre Paul Bernard, Talence (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7196993
3rd Wiesław Czapiewski Memorial,31 AUG-01 SEP 2024,2024-08-31,2024-09-01,"Stadion Miejski, Nakło nad Notecią (POL)",POL,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7209934
Sollentuna Combined Events,10-11 AUG 2024,2024-08-10,2024-08-11,"Sollentunavallen, Sollentuna (SWE)",SWE,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7206288
EAP International Combined Events Meeting,29-30 JUN 2024,2024-06-29,2024-06-30,"Tynedale Athletics Park, Hexham (GBR)",GBR,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7206285
Stadtwerke Ratingen Mehrkampf-Meeting,22-23 JUN 2024,2024-06-22,2024-06-23,"Stadionring, Ratingen (GER)",GER,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7203853
U.S. Olympic Team Trials,21-30 JUN 2024,2024-06-21,2024-06-30,"Hayward Field, Eugene, OR (USA)",USA,"Combined Events, Race Walking, Track and Field","National Senior Outdoor Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7209387
Hypomeeting,18-19 MAY 2024,2024-05-18,2024-05-19,"Mösle-Stadium, Götzis (AUT)",AUT,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7199540
Aligenis Milos Combined Events Meeting,11-12 MAY 2024,2024-05-11,2024-05-12,"Milos Municipal Stadium, Milos (GRE)",GRE,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7206286
XIII Meeting Arona Pruebas Combinadas,11-12 MAY 2024,2024-05-11,2024-05-12,"Antonio Domínguez Stadium, Arona (ESP)",ESP,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7204022
37th Multistars,27-28 APR 2024,2024-04-27,2024-04-28,"Centro Gabre Gabric, Brescia (ITA)",ITA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7204936
Mt. SAC Relays,17-18 APR 2024,2024-04-17,2024-04-18,"Hilmer Lodge Stadium, Walnut, CA (USA)",USA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7212178
Tallinn 2024,03-04 FEB 2024,2024-02-03,2024-02-04,"Lasnamäe Kergejõustikuhall, Tallinn (EST)",EST,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7205043
X-ATHLETICS,27-28 JAN 2024,2024-01-27,2024-01-28,"Stadium Jean-Pellez, Aubière (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7205042
Décastar,23-24 SEP 2023,2023-09-23,2023-09-24,"Stade Pierre Paul Bernard, Talence (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7190728
Wiesław Czapiewski Memorial,22-23 JUL 2023,2023-07-22,2023-07-23,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",POL,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7190832
Stadtwerke Ratingen Mehrkampf-Meeting,17-18 JUN 2023,2023-06-17,2023-06-18,"Stadionring, Ratingen (GER)",GER,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7190205
Sweden Combined Events Challenge,10-11 JUN 2023,2023-06-10,2023-06-11,"Ryavallen, Borås (SWE)",SWE,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7191087
Meeting Elite Défi Athlon de Montpellier,27-28 MAY 2023,2023-05-27,2023-05-28,"Stade Philippides, Montpellier (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7191086
Hypomeeting,27-28 MAY 2023,2023-05-27,2023-05-28,"Mösle-Stadium, Götzis (AUT)",AUT,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7190656
Portarathlon,17-18 MAY 2023,2023-05-17,2023-05-18,"Municipal Stadium, Naxos (GRE)",GRE,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7191085
10th Kinami Michitaka Memorial Athletics Meet,06-07 MAY 2023,2023-05-06,2023-05-07,"Yanmar Stadium Nagai, Osaka (JPN)",JPN,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7197113
GardaStars by 36th Multistars,29-30 APR 2023,2023-04-29,2023-04-30,"Stadio Tre Stelle, Desenzano del Garda (ITA)",ITA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7190765
Mt. SAC Relays,12-13 APR 2023,2023-04-12,2023-04-13,"Hilmer Lodge Stadium, Walnut, CA (USA)",USA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7200317
Indoor Combined Events Tallinn 2023,04-05 FEB 2023,2023-02-04,2023-02-05,"Lasnamäe Kergejõustikuhall, Tallinn (EST)",EST,Combined Events,"National Senior Indoor Combined Events Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7189485
Meeting X-Athletics Combined Events,28-29 JAN 2023,2023-01-28,2023-01-29,"Stadium Jean-Pellez, Aubière (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7189480
Décastar,17-18 SEP 2022,2022-09-17,2022-09-18,"Stade Pierre Paul Bernard, Talence (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7171048
Sollentuna Combined Events Challenge,02-03 JUL 2022,2022-07-02,2022-07-03,"Sollentunavallen, Sollentuna (SWE)",SWE,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7175706
Nordic Championships in Combined Events,11-12 JUN 2022,2022-06-11,2022-06-12,"Seinäjoen keskusurheilukenttä, Seinäjoki (FIN)",FIN,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7181620
Défi’Athlon,04-05 JUN 2022,2022-06-04,2022-06-05,Montpellier (FRA),FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7174262
XI Meeting Internacional Arona Pruebas Combinadas Tenerife 2022,04-05 JUN 2022,2022-06-04,2022-06-05,"Antonio Domínguez Stadium, Arona (ESP)",ESP,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7173991
Hypomeeting,28-29 MAY 2022,2022-05-28,2022-05-29,"Mösle-Stadium, Götzis (AUT)",AUT,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7173930
England Athletics Combined Events Challenge,28-29 MAY 2022,2022-05-28,2022-05-29,"Bedford Athletic Stadium, Bedford (GBR)",GBR,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7174261
Portarathlon,21-22 MAY 2022,2022-05-21,2022-05-22,"Municipal Stadium, Naxos (GRE)",GRE,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7180813
Wiesław Czapiewski Memorial,14-15 MAY 2022,2022-05-14,2022-05-15,"Zdzisław Krzyszkowiak Stadium, Bydgoszcz (POL)",POL,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7174523
Stadtwerke Ratingen Mehrkampf-Meeting,07-08 MAY 2022,2022-05-07,2022-05-08,"Stadionring, Ratingen (GER)",GER,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7174019
Kinami Michitaka Memorial Meet,30 APR-01 MAY 2022,2022-04-30,2022-05-01,"Yanmar Stadium Nagai, Osaka (JPN)",JPN,"Combined Events, Track and Field","World Athletics Combined Events Tour, World Athletics Continental Tour",https://worldathletics.org/competition/calendar-results/results/7178008
35th Multistars,30 APR-01 MAY 2022,2022-04-30,2022-05-01,"Stadio Zecchini, Grosseto (ITA)",ITA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7173929
Indoor Combined Events,05-06 FEB 2022,2022-02-05,2022-02-06,"Lasnamäe Kergejõustikuhall, Tallinn (EST)",EST,"Combined Events, Track and Field",World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7166580
X-Athletics,29-30 JAN 2022,2022-01-29,2022-01-30,"Stadium Jean-Pellez, Aubière (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7173131
Oceania Open Combined Events Championships,18-19 DEC 2021,2021-12-18,2021-12-19,"QSAC State Athletics Facility, Nathan, Brisbane (AUS)",AUS,Combined Events,"Area Senior CE Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7174916
Stadtwerke Ratingen Mehrkampf-Meeting,19-20 JUN 2021,2021-06-19,2021-06-20,"Stadionring, Ratingen (GER)",GER,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7155342
U.S. Olympic Trials,18-27 JUN 2021,2021-06-18,2021-06-27,"Hayward Field, Eugene, OR (USA)",USA,"Combined Events, Race Walking, Track and Field","National Senior Outdoor Championships, World Athletics Combined Events Tour",https://worldathletics.org/competition/calendar-results/results/7163119
Meeting Internacional Arona,12-13 JUN 2021,2021-06-12,2021-06-13,"Antonio Domínguez Stadium, Arona (ESP)",ESP,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7155328
Hypo-Meeting,29-30 MAY 2021,2021-05-29,2021-05-30,"Mösle-Stadium, Götzis (AUT)",AUT,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7155327
34th Multistars,24-25 APR 2021,2021-04-24,2021-04-25,"Sportplatz Lana, Lana (ITA)",ITA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7155325
Meeting de la Réunion,18-19 DEC 2020,2020-12-18,2020-12-19,"Stade P-J. Bénard, St-Paul (FRA)",FRA,Combined Events,World Athletics Combined Events Tour,https://worldathletics.org/competition/calendar-results/results/7155324
USATF International Invitational Race Walk & National Race Walk Marathon Championships,11 JAN 2026,2026-01-11,2026-01-11,"Trolley Square, Santee, CA (USA)",USA,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7233058
World Race Walking Tour,14 DEC 2025,2025-12-14,2025-12-14,"St Anne's Park, Dublin (IRL)",IRL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7220712
Australian Marathon Race Walking Championships,29 NOV 2025,2025-11-29,2025-11-29,"Stromlo Forest Park, Canberra (AUS)",AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7230320
62nd All Japan Race Walking Takahata 2025,26 OCT 2025,2025-10-26,2025-10-26,"Takahata Race Walk Course, Takahata (JPN)",JPN,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7231246
Lusatian Race Walking,25 OCT 2025,2025-10-25,2025-10-25,"Weinauparkstadion, Zittau (GER)",GER,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7219069
Chula Vista International Race Walk Invitational,22 JUN 2025,2025-06-22,2025-06-22,"CVEATC, Chula Vista, CA (USA)",USA,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7228675
51st International Race Walking Festival - Alytus'2025,12 JUN 2025,2025-06-12,2025-06-12,Alytus (LTU),LTU,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217430
XXXVII Gran Premio Cantones de A Coruna de Marcha,07 JUN 2025,2025-06-07,2025-06-07,La Coruña (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7216476
IV GP Internacional Madrid Marcha Silbo Telecom,01 JUN 2025,2025-06-01,2025-06-01,Madrid (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217119
European Race Walking Team Championships,18 MAY 2025,2025-05-18,2025-05-18,"Lázeňský Park, Poděbrady (CZE)",CZE,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7173258
4th Korzeniowski Warsaw Race Walking Cup,04 MAY 2025,2025-05-04,2025-05-04,Warszawa (POL),POL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7215634
Záhorácka Dvadsiatka,26 APR 2025,2025-04-26,2025-04-26,Borsky Mikulás (SVK),SVK,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7217296
The Penn Relays,24-26 APR 2025,2025-04-24,2025-04-26,"Franklin Field, Philadelphia, PA (USA)",USA,"Race Walking, Track and Field","World Athletics Race Walking Tour, World Athletics Continental Tour",https://worldathletics.org/competition/calendar-results/results/7219596
32º Grande Prémio Internacional de Rio Maior em Marcha,12 APR 2025,2025-04-12,2025-04-12,Rio Maior (POR),POR,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217666
Hungarian 20km Race Walking Championships,06 APR 2025,2025-04-06,2025-04-06,Békéscsaba (HUN),HUN,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7222391
44th Dudinska 50,22 MAR 2025,2025-03-22,2025-03-22,Dudince (SVK),SVK,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7212016
Asian Race Walking Championships,16 MAR 2025,2025-03-16,2025-03-16,Nomi (JPN),JPN,Race Walking,"World Athletics Race Walking Tour, Area Senior Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7213008
6° Circuito Internacional de Caminata 2025,08 MAR 2025,2025-03-08,2025-03-08,"Malecón de Coatzacoalcos, Coatzacoalcos (MEX)",MEX,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7221784
Chinese Race Walking Grand Prix,01-02 MAR 2025,2025-03-01,2025-03-02,Taicang (CHN),CHN,"Race Walking, Track and Field",World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217162
Ecadorian Race Walking Championships,22 FEB 2025,2025-02-22,2025-02-22,"Avenida Oriental, Sucúa (ECU)",ECU,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7221298
International Race Walking Bronze Level,22 FEB 2025,2025-02-22,2025-02-22,"EXPO 2016 Botanic Park, Aksu (TUR)",TUR,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7218278
Australian 20km Race Walking Championships,16 FEB 2025,2025-02-16,2025-02-16,"WMD, Adelaide (AUS)",AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7217518
Japenese 20km Race Walking Championships,16 FEB 2025,2025-02-16,2025-02-16,"Rokko Island Konan Univ. West side, Kobe (JPN)",JPN,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7216875
XXXVI Gran Premio de Marcha Atlética Ciudad de Guadix,02 FEB 2025,2025-02-02,2025-02-02,Guadix (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217328
Supernova,26-27 JAN 2025,2025-01-26,2025-01-27,"AIS Athletics Track, Canberra (AUS)",AUS,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7217121
USA 35km Race Walk Championships & International Race Walk Invitational,12 JAN 2025,2025-01-12,2025-01-12,"Trolley Square, Santee, CA (USA)",USA,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7218478
Australian 35km Race Walking Championships,15 DEC 2024,2024-12-15,2024-12-15,"Albert Park, Melbourne (AUS)",AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7217325
World Race Walking Tour,15 DEC 2024,2024-12-15,2024-12-15,"St Anne's Park, Dublin (IRL)",IRL,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7207784
61st All Japan Race Walking,27 OCT 2024,2024-10-27,2024-10-27,"Takahata Race Walk Course, Takahata (JPN)",JPN,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7216235
Lusatian International Race-Walking Meeting,26 OCT 2024,2024-10-26,2024-10-26,"Weinauparkstadion, Zittau (GER)",GER,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7206931
III GP Internacional Madrid Marcha Silbo Telecom,06 OCT 2024,2024-10-06,2024-10-06,"Gran Via, Madrid (ESP)",ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7202735
Záhorácka Dvadsiatka,25 MAY 2024,2024-05-25,2024-05-25,Borsky Mikulás (SVK),SVK,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7204416
XXXVII Gran Premio Cantones de A Coruna de Marcha,18 MAY 2024,2024-05-18,2024-05-18,La Coruña (ESP),ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7202817
31st Grande Prémio Internacional de Rio Maior em Marcha Atlética,11 MAY 2024,2024-05-11,2024-05-11,Rio Maior (POR),POR,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7202816
3rd Korzeniowski Warsaw Race Walking Cup,05 MAY 2024,2024-05-05,2024-05-05,Warszawa (POL),POL,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7201882
The Penn Relays Carnival - Race Walk,27 APR 2024,2024-04-27,2024-04-27,"Franklin Field, Philadelphia, PA (USA)",USA,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7212497
92nd Poděbrady Walking,06 APR 2024,2024-04-06,2024-04-06,Poděbrady (CZE),CZE,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7202739
43rd Dudinska 50,16 MAR 2024,2024-03-16,2024-03-16,Dudince (SVK),SVK,"Race Walking, Track and Field",World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7202733
Chinese Race Walking Grand Prix,03-09 MAR 2024,2024-03-03,2024-03-09,Taicang (CHN),CHN,"Race Walking, Track and Field",World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7206022
Spanish Open 20km Championships,25 FEB 2024,2024-02-25,2024-02-25,Zaragoza (ESP),ESP,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7206934
Oceanian & Australian 20km Race Walking Championships,11 FEB 2024,2024-02-11,2024-02-11,Adelaide (AUS),AUS,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships, Area Senior Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7204534
XXXVI Gran Premio de Marcha Atlética Ciudad de Guadix,04 FEB 2024,2024-02-04,2024-02-04,"Avenida de Buenos Aires, Guadix (ESP)",ESP,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7206932
Ecuadorian Race Walking Championships Memorial Luis Chocho Sanmartin,03 FEB 2024,2024-02-03,2024-02-03,"Avenida Emiliano Ortega, Loja (ECU)",ECU,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7206543
Supernova,27-28 JAN 2024,2024-01-27,2024-01-28,"AIS Athletics Track, Canberra (AUS)",AUS,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7204533
USA Marathon Race Walk Mixed Relay Championships & International Race Walk Invitational,21 JAN 2024,2024-01-21,2024-01-21,"Trolley Square, Santee, CA (USA)",USA,"Race Walking, Track and Field","World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7205408
Turkish Race Walking Championships,20 JAN 2024,2024-01-20,2024-01-20,"Konyaaltı Boulvared, Antalya (TUR)",TUR,"Race Walking, Track and Field","World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7204266
World Race Walking Tour,17 DEC 2023,2023-12-17,2023-12-17,Dublin (IRL),IRL,"Race Walking, Track and Field","World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7202738
Lusatian International Race-Walking Meeting,28 OCT 2023,2023-10-28,2023-10-28,Zittau (GER),GER,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7199320
Záhorácka Dvadsiatka,17 JUN 2023,2023-06-17,2023-06-17,Borsky Mikulás (SVK),SVK,Race Walking,World Athletics Race Walking Tour,https://worldathletics.org/competition/calendar-results/results/7191096
49th International Race Walking Festival - Alytus'2023,09 JUN 2023,2023-06-09,2023-06-09,Alytus (LTU),LTU,Race Walking,"World Athletics Race Walking Tour, National Senior Outdoor Race Walking Championships",https://worldathletics.org/competition/calendar-results/results/7191093
